id_x,episode_id,number,raw_text,timestamp_in_ms,speaking_line,character_id,location_id,raw_character_text,raw_location_text,spoken_words,normalized_text,word_count,id_y,season,sentiment
27363,92,265,"Kent Brockman: Hordes of panicky people seem to be evacuating the town for some unknown reason. Professor, without knowing precisely what the danger is, would you say it's time for our viewers to crack each other's heads open and feast on the goo inside?",1238000,true,211,192.0,Kent Brockman,Springfield Police Station,"Hordes of panicky people seem to be evacuating the town for some unknown reason. Professor, without knowing precisely what the danger is, would you say it's time for our viewers to crack each other's heads open and feast on the goo inside?",hordes of panicky people seem to be evacuating the town for some unknown reason professor without knowing precisely what the danger is would you say its time for our viewers to crack each others heads open and feast on the goo inside,42,92,5,
27364,92,266,"Professor: Yes I would, Kent.",1253000,true,1183,192.0,Professor,Springfield Police Station,"Yes I would, Kent.",yes i would kent,4,92,5,
27365,92,267,(Park: Ext. Park),1256000,false,,50.0,,Park,,,,92,5,
27366,92,268,"Otto Mann: Whoa, I found something!",1256000,true,52,50.0,Otto Mann,Park,"Whoa, I found something!",whoa i found something,4,92,5,
27367,92,269,Chief Wiggum: (DISAPPOINTED) It's just a piece of paper.,1290000,true,71,50.0,Chief Wiggum,Park,It's just a piece of paper.,its just a piece of paper,6,92,5,
27368,92,270,Homer Simpson: (EXCITED) It's mine!,1290000,true,2,50.0,Homer Simpson,Park,It's mine!,its mine,2,92,5,
27369,92,271,"Homer Simpson: (READING) ""Frightfully sorry, but there is no hidden treasure. I have already used this time to escape from your jail. Fondest wishes."" Oh, I can't make out this signature.",1292000,true,2,50.0,Homer Simpson,Park,"""Frightfully sorry, but there is no hidden treasure. I have already used this time to escape from your jail. Fondest wishes."" Oh, I can't make out this signature.",frightfully sorry but there is no hidden treasure i have already used this time to escape from your jail fondest wishes oh i cant make out this signature,28,92,5,
27370,92,272,Mayor Joe Quimby: Keep digging. We're bound to find something.,1303000,true,240,50.0,Mayor Joe Quimby,Park,Keep digging. We're bound to find something.,keep digging were bound to find something,7,92,5,
27371,92,273,Mayor Joe Quimby: Hmmm. I guess we're not gonna find anything.,1307000,true,240,50.0,Mayor Joe Quimby,Park,Hmmm. I guess we're not gonna find anything.,hmmm i guess were not gonna find anything,8,92,5,
27372,92,274,"Otto Mann: Uh, how're we gonna get outta here?",1310000,true,52,50.0,Otto Mann,Park,"Uh, how're we gonna get outta here?",uh howre we gonna get outta here,7,92,5,neutral
27373,92,275,Homer Simpson: (TRIUMPHANTLY) We'll dig our way out! (GRUNTING NOISES),1312000,true,2,50.0,Homer Simpson,Park,We'll dig our way out!,well dig our way out,5,92,5,positive
27374,92,276,"Chief Wiggum: No, no! Dig up, stupid!",1312000,true,71,50.0,Chief Wiggum,Park,"No, no! Dig up, stupid!",no no dig up stupid,5,92,5,negative
27254,92,156,"Homer's Brain: Mental note: ""The girl knows too much.""",736000,true,2,5.0,Homer's Brain,Simpson Home,"Mental note: ""The girl knows too much.""",mental note the girl knows too much,7,92,5,neutral
